consecutive_number,state_name,city,day_of_crash,month_of_crash,year_of_crash,day_of_week,hour_of_crash,minute_of_crash,atmospheric_conditions_1,atmospheric_conditions_1_name,atmospheric_conditions_2,atmospheric_conditions_2_name,atmospheric_conditions,atmospheric_conditions_name,number_of_fatalities
10670,Alabama,0,14,10,2016,6,99,99,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121293,Florida,0,23,6,2016,5,16,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260487,Michigan,0,20,7,2016,4,19,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480672,Texas,0,20,3,2016,1,18,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482775,Texas,0,1,11,2016,3,20,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260450,Michigan,0,22,7,2016,6,0,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370161,North Carolina,0,12,3,2016,7,11,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481466,Texas,0,8,6,2016,4,16,41,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480692,Texas,0,25,3,2016,6,21,37,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260986,Michigan,0,26,5,2016,5,23,37,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
483054,Texas,0,16,11,2016,4,20,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480211,Texas,4155,30,1,2016,7,12,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260485,Michigan,0,2,7,2016,7,22,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121285,Florida,0,8,6,2016,4,22,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121047,Florida,2424,24,4,2016,1,14,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
510511,Virginia,0,27,8,2016,7,11,51,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510586,Virginia,0,12,10,2016,4,23,40,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
80211,Colorado,1040,13,6,2016,2,16,39,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
80445,Colorado,0,12,10,2016,4,11,20,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
360419,New York,1174,6,7,2016,4,11,32,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
122247,Florida,1250,29,9,2016,5,20,22,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
220167,Louisiana,10,17,4,2016,1,13,35,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
400314,Oklahoma,0,27,5,2016,6,20,14,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
550036,Wisconsin,0,12,2,2016,6,0,1,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
300140,Montana,0,17,9,2016,7,17,30,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
61700,California,0,7,8,2016,1,2,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
400501,Oklahoma,3430,23,10,2016,1,15,59,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
150109,Hawaii,3002,24,12,2016,7,1,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
170654,Illinois,0,23,8,2016,3,16,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
460076,South Dakota,0,3,10,2016,2,22,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60242,California,0,20,2,2016,7,19,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10853,Alabama,0,11,12,2016,1,11,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
550535,Wisconsin,0,30,9,2016,6,8,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40454,Arizona,0,23,7,2016,7,6,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
190323,Iowa,1120,24,11,2016,5,0,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10219,Alabama,0,18,1,2016,2,12,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220662,Louisiana,1980,4,4,2016,2,16,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
130622,Georgia,0,18,6,2016,7,0,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280220,Mississippi,0,21,5,2016,7,18,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
61094,California,0,22,5,2016,1,0,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470681,Tennessee,0,24,9,2016,7,19,7,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
470669,Tennessee,0,30,8,2016,3,11,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220538,Louisiana,790,1,11,2016,3,17,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10721,Alabama,0,25,10,2016,3,9,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
210117,Kentucky,890,23,3,2016,4,19,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
290225,Missouri,0,16,4,2016,7,19,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
10737,Alabama,0,30,10,2016,1,21,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
540113,West Virginia,2040,20,7,2016,4,4,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60966,California,0,27,6,2016,2,13,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
180750,Indiana,990,2,12,2016,6,7,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360556,New York,2437,13,8,2016,7,19,16,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
220295,Louisiana,0,1,6,2016,4,22,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260970,Michigan,0,29,12,2016,5,2,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260669,Michigan,0,20,9,2016,3,21,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
40045,Arizona,0,15,2,2016,2,19,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
483458,Texas,0,31,12,2016,7,1,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
483518,Texas,0,20,12,2016,3,21,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260595,Michigan,0,1,9,2016,5,1,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260782,Michigan,0,16,10,2016,1,5,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480154,Texas,0,24,1,2016,1,14,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260457,Michigan,0,22,7,2016,6,5,48,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260636,Michigan,0,14,9,2016,4,7,53,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260832,Michigan,0,13,11,2016,1,6,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480078,Texas,0,12,1,2016,3,20,16,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482691,Texas,0,26,10,2016,4,6,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480426,Texas,0,21,2,2016,1,5,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482744,Texas,0,24,10,2016,2,19,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481035,Texas,0,29,4,2016,6,21,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260594,Michigan,1731,1,9,2016,5,20,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482089,Texas,0,11,8,2016,5,21,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482004,Texas,0,17,7,2016,1,19,34,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481306,Texas,0,11,5,2016,4,7,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60002,California,0,2,1,2016,7,18,43,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60119,California,1980,16,2,2016,3,18,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370255,North Carolina,0,22,3,2016,3,15,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
483390,Texas,0,26,12,2016,2,22,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260241,Michigan,0,18,4,2016,2,9,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370314,North Carolina,0,9,4,2016,7,19,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260418,Michigan,0,3,7,2016,1,15,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60017,California,0,12,1,2016,3,7,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260846,Michigan,271,16,11,2016,4,20,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480870,Texas,0,3,4,2016,1,1,2,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
300012,Montana,0,8,2,2016,2,18,11,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480619,Texas,0,13,3,2016,1,20,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260082,Michigan,0,7,2,2016,1,20,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480030,Texas,0,4,1,2016,2,23,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480973,Texas,2450,27,4,2016,4,17,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260419,Michigan,0,4,7,2016,2,18,19,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260885,Michigan,765,27,11,2016,1,17,39,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480216,Texas,0,30,1,2016,7,23,25,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260958,Michigan,0,28,12,2016,4,19,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260182,Michigan,0,11,4,2016,2,20,54,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
481787,Texas,0,12,7,2016,3,0,50,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480680,Texas,0,22,3,2016,3,3,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482831,Texas,0,30,10,2016,1,19,5,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480268,Texas,0,5,2,2016,6,21,31,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
280367,Mississippi,371,30,7,2016,7,22,23,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
340456,New Jersey,2712,15,9,2016,5,19,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120859,Florida,0,27,4,2016,4,21,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121948,Florida,0,26,8,2016,6,9,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120914,Florida,0,7,5,2016,7,21,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121571,Florida,0,24,7,2016,1,0,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121341,Florida,0,26,6,2016,1,3,9,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121161,Florida,0,5,6,2016,1,1,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122681,Florida,0,15,12,2016,5,18,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122540,Florida,0,21,11,2016,2,18,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122447,Florida,0,16,11,2016,4,19,1,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121344,Florida,0,20,6,2016,2,20,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
460075,South Dakota,0,21,8,2016,1,17,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
460060,South Dakota,0,22,5,2016,1,18,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
360185,New York,5810,8,4,2016,6,22,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120546,Florida,1250,3,2,2016,4,18,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120457,Florida,0,11,2,2016,5,3,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122800,Florida,0,21,12,2016,4,22,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120473,Florida,0,21,2,2016,1,22,52,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
220437,Louisiana,2080,22,9,2016,5,20,32,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
510428,Virginia,0,27,8,2016,7,18,41,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510669,Virginia,0,1,12,2016,5,17,44,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
200362,Kansas,0,13,12,2016,3,10,5,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510125,Virginia,0,24,3,2016,5,12,18,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510104,Virginia,0,12,3,2016,7,19,15,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510691,Virginia,0,31,12,2016,7,23,20,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
60209,California,2200,26,1,2016,3,7,4,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",1
260690,Michigan,1931,1,10,2016,7,22,54,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",1
380029,North Dakota,0,21,5,2016,7,16,46,99,Unknown,0,No Additional Atmospheric Conditions,99,Unknown,1
530028,Washington,0,6,2,2016,7,3,30,99,Unknown,0,No Additional Atmospheric Conditions,99,Unknown,1
530405,Washington,0,19,10,2016,4,8,40,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",1
120418,Florida,0,1,1,2016,6,0,34,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",1
530466,Washington,0,25,11,2016,6,23,30,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",1
340534,New Jersey,3460,12,12,2016,2,20,55,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",1
510547,Virginia,0,28,8,2016,1,17,19,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510265,Virginia,0,12,5,2016,5,20,57,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510684,Virginia,0,27,12,2016,3,17,41,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510592,Virginia,0,10,11,2016,5,19,17,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410220,Oregon,0,2,3,2016,4,18,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
80469,Colorado,0,28,10,2016,6,22,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
80229,Colorado,0,29,6,2016,4,12,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
410171,Oregon,0,21,1,2016,5,17,44,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510495,Virginia,0,9,10,2016,1,2,55,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510556,Virginia,0,15,10,2016,7,20,50,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510583,Virginia,0,29,10,2016,7,19,0,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510571,Virginia,0,10,11,2016,5,7,5,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510701,Virginia,0,12,12,2016,2,15,15,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510433,Virginia,0,31,8,2016,4,8,11,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510725,Virginia,0,21,11,2016,2,23,32,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510666,Virginia,0,23,12,2016,6,22,5,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510618,Virginia,0,25,11,2016,6,17,29,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510007,Virginia,0,7,1,2016,5,15,20,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510123,Virginia,0,25,3,2016,6,23,14,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
340265,New Jersey,2630,27,7,2016,4,9,8,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
510608,Virginia,0,22,11,2016,3,20,13,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
80477,Colorado,0,31,10,2016,2,18,38,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
80077,Colorado,0,21,3,2016,2,21,21,98,Not Reported,0,No Additional Atmospheric Conditions,98,Not Reported,1
481847,Texas,0,21,7,2016,5,21,29,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,2
480227,Texas,0,23,1,2016,7,14,39,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370536,North Carolina,0,9,6,2016,5,1,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370633,North Carolina,0,27,6,2016,2,21,12,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
370231,North Carolina,0,18,3,2016,6,23,57,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
480879,Texas,0,8,4,2016,6,23,55,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
60047,California,0,22,1,2016,6,17,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
482611,Texas,0,10,10,2016,2,15,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121761,Florida,0,18,8,2016,5,20,28,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121925,Florida,2770,7,9,2016,4,22,22,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121423,Florida,0,8,7,2016,6,22,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121766,Florida,1590,21,8,2016,1,1,4,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122012,Florida,0,11,9,2016,1,7,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120563,Florida,780,1,1,2016,6,19,20,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120595,Florida,1590,20,2,2016,7,22,14,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120463,Florida,0,12,1,2016,3,22,21,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122861,Florida,0,24,12,2016,7,6,42,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122587,Florida,1630,2,12,2016,6,18,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120467,Florida,2360,13,1,2016,4,19,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122456,Florida,3190,20,11,2016,1,18,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121016,Florida,0,15,5,2016,1,1,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122237,Florida,0,18,10,2016,3,7,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120858,Florida,0,2,5,2016,2,6,17,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121967,Florida,0,10,9,2016,7,2,0,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122455,Florida,0,21,11,2016,2,5,33,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120728,Florida,0,13,4,2016,4,4,45,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120439,Florida,0,10,1,2016,1,22,15,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121765,Florida,3190,21,8,2016,1,21,26,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120619,Florida,2940,3,4,2016,1,21,35,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
120788,Florida,0,24,4,2016,1,20,58,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121673,Florida,0,13,3,2016,1,3,30,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121437,Florida,0,9,7,2016,7,7,10,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
122740,Florida,0,15,12,2016,5,5,36,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
121937,Florida,0,4,9,2016,1,8,40,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
260096,Michigan,0,29,2,2016,2,22,0,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260861,Michigan,0,21,11,2016,2,18,28,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260237,Michigan,0,30,4,2016,7,11,25,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
60074,California,0,24,1,2016,1,21,40,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260528,Michigan,0,13,8,2016,7,20,38,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260141,Michigan,0,18,3,2016,6,20,32,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
483260,Texas,0,4,12,2016,1,8,16,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
481875,Texas,0,21,7,2016,5,20,40,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260023,Michigan,0,17,1,2016,1,19,13,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
480799,Texas,0,1,4,2016,6,23,15,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260144,Michigan,0,22,3,2016,3,23,0,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
60064,California,0,28,1,2016,5,18,15,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
371212,North Carolina,0,13,11,2016,1,6,34,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
120716,Florida,0,2,4,2016,7,23,54,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
122532,Florida,0,23,11,2016,4,19,6,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
122454,Florida,0,14,11,2016,2,23,24,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
121858,Florida,0,2,9,2016,6,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
480667,Texas,0,19,3,2016,7,1,38,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260044,Michigan,785,28,1,2016,5,21,20,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260788,Michigan,5113,23,10,2016,1,22,36,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
481351,Texas,0,3,6,2016,6,13,58,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260259,Michigan,3727,11,5,2016,4,21,20,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260076,Michigan,0,9,2,2016,3,18,20,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
60009,California,0,8,1,2016,6,3,30,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260116,Michigan,0,28,1,2016,5,6,57,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260822,Michigan,2934,4,11,2016,6,7,0,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
260704,Michigan,0,17,10,2016,2,5,36,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
360184,New York,2920,13,1,2016,4,17,0,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
460063,South Dakota,0,29,7,2016,6,21,34,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
131057,Georgia,0,1,10,2016,7,21,18,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,1
390976,Ohio,8120,19,11,2016,7,17,40,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,1
180762,Indiana,1410,22,12,2016,5,5,50,4,Snow,0,No Additional Atmospheric Conditions,4,Snow,1
480575,Texas,0,10,3,2016,5,14,17,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
260408,Michigan,0,11,6,2016,7,3,23,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
370090,North Carolina,0,24,2,2016,4,18,30,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
260789,Michigan,5113,26,10,2016,4,20,21,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
122688,Florida,0,19,12,2016,2,20,12,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
360534,New York,3000,13,8,2016,7,23,20,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
121706,Florida,2780,9,8,2016,3,13,20,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
120559,Florida,0,28,1,2016,5,20,53,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
340248,New Jersey,2205,9,7,2016,7,22,35,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
240458,Maryland,0,28,9,2016,4,20,49,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
130510,Georgia,0,20,5,2016,6,22,10,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
340078,New Jersey,0,21,2,2016,1,21,11,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
360117,New York,705,1,2,2016,2,18,54,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
391034,Ohio,3260,17,12,2016,7,18,23,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
180128,Indiana,1890,3,3,2016,5,22,50,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
530524,Washington,1215,4,10,2016,3,21,38,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
390139,Ohio,1800,10,3,2016,5,19,15,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
340502,New Jersey,1105,14,11,2016,2,17,3,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
510283,Virginia,0,2,4,2016,7,23,7,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
260877,Michigan,0,27,11,2016,1,17,50,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
470906,Tennessee,0,5,12,2016,2,5,45,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
360308,New York,2920,12,4,2016,3,9,10,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
131344,Georgia,0,6,12,2016,3,0,48,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
210157,Kentucky,1030,11,4,2016,2,21,40,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
550209,Wisconsin,0,15,6,2016,4,99,99,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
61822,California,0,27,10,2016,5,21,22,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
470730,Tennessee,0,15,10,2016,7,5,20,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
60938,California,0,9,4,2016,7,22,6,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
340442,New Jersey,3537,30,10,2016,1,19,36,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,1
61734,California,0,14,7,2016,5,5,54,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
62139,California,0,9,12,2016,6,18,25,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,1
